Data_Publicacao,Portal,Casa,Noticia,Resumo,Rotulo_Especialista,Evidencia,Sentimento_Rotulo,Sentimento_Indice,Acertou,URL
2022-10-17,MoneyTimes,corretora,"Ação de petroleira tem potencial de saltar 80% e deixar seus concorrentes no chinelo, prevê Inter","O Inter Research iniciou a cobertura das chamadas petroleiras juniores (PRIO3, 3R Petroleum e PetroRecôncavo), ou seja, empresas com produção menor que a Petrobras (PETR3;PETR4), mas que não necessariamente são companhias pequenas. Mesmo recomendando compra nas três empresas, a corretora enxerga potencial de alta muito maior para a 3RPetroleum, com preço-alvo de R$ 74 (disparada […]",Positive,recomendando compra,Positive,0.3728965222835541,True,https://www.moneytimes.com.br/acao-de-petroleira-tem-potencial-de-saltar-80-e-deixar-seus-concorrentes-no-chinelo-preve-inter/
2022-10-18,MoneyTimes,corretora,Por que a PetroRecôncavo (REVC3) é a petroleira mais segura da bolsa?,"O Inter Research iniciou a cobertura das chamadas petroleiras juniores (PRIO, 3R Petroleum e PetroRecôncavo), ou seja, empresas com produção menor que a Petrobras (PETR3;PETR4), mas que não necessariamente são companhias pequenas. Apesar de recomendar compra nas três empresas, a corretora enxerga potencial de alta muito maior para a 3RPetroleum, com preço-alvo de R$ 74 (disparada de 82% ante o fechamento […]",Positive,recomendar compra,Positive,0.6872320175170898,True,https://www.moneytimes.com.br/por-que-a-petroreconcavo-revc3-e-a-petroleira-mais-segura-da-bolsa/
2022-11-01,InfoMoney,analistas,As ações mais recomendadas pelos analistas para comprar em novembro; VALE3 sai do topo da lista pela 1ª vez em 2022,"Itaú Unibanco (ITUB4) assume a liderança das recomendações; Prio (PRIO3) e Totvs (TOTS3) são novidades, enquanto Ambev, Eletrobras e Petrobras deixam lista",Positive,para compra,Neutral,0.0,False,https://www.infomoney.com.br/onde-investir/as-acoes-mais-recomendadas-pelos-analistas-para-comprar-em-novembro-vale3-perde-o-topo-pela-1a-vez-em-2022/
2022-11-04,MoneyTimes,goldman sachs,Petrobras (PETR4): Goldman Sachs rebaixa recomendação por incertezas políticas nos próximos anos,"O Goldman Sachs rebaixou a recomendação para as ações da Petrobras (PETR3; PETR4) de “compra” para “neutro”, devido ao aumento da incerteza em torno das políticas a serem adotadas nos próximos anos. Segundo Bruno Amorim e equipe do Goldman, os pagamentos de dividendos têm sido um foco dos investidores. Entretanto, o presidente eleito, Lula (PT), e outros […]",Negative,rebaixa recomendação,Negative,-0.8381369709968567,True,https://www.moneytimes.com.br/petrobras-petr4-goldman-sachs-rebaixa-recomendacao-por-incertezas-politicas-nos-proximos-anos/
2022-11-05,MoneyTimes,analistas,Petrobras (PETR4): O alerta de analistas para os megadividendos; ‘Podem ter sido os últimos’,"Analistas continuam revisando as estimativas da Petrobras (PETR4) para encaixar o presidente eleito Luiz Inácio Lula da Silva na equação. E, até o momento, o cenário tem sido de pessimismo com o novo governo. Após o Goldman rebaixar a empresa, Ativa e Inter Research também seguiram parte do mercado e cortaram a recomendação da estatal de […]",Negative,cortaram a recomendação,Negative,-0.7149304747581482,True,https://www.moneytimes.com.br/petrobras-petr4-o-alerta-de-analistas-para-os-megadividendos-podem-ter-sido-os-ultimos/
2022-11-13,MoneyTimes,analistas,"BBDC4 após resultado, PRIO3 em vez de PETR4 e mais destaques em Comprar ou Vender da última semana","O Bradesco (BBDC4) movimentou os mercados na última semana após divulgar queda de mais de 20% no lucro líquido recorrente do terceiro trimestre. A ação do banco derreteu 17,38% como resposta aos números decepcionantes e foi destaque de busca no Money Times. Confira as recomendações de analistas sobre o papel e outros assuntos que movimentaram […]",Negative,decepcion,Neutral,0.0,False,https://www.moneytimes.com.br/bbdc4-apos-resultado-prio3-em-vez-de-petr4-e-mais-destaques-em-comprar-ou-vender-da-ultima-semana/
2022-11-16,MoneyTimes,btg,"Day Trade: Petrobras (PETR4), BB Seguridade (BBSE3) e mais 7 ações para comprar hoje e buscar até 6,05%","O BTG Pactual e o PagBank divulgaram as suas recomendações de investimento para esta quarta-feira (16). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas Ágora Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial de ganho […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/day-trade-petrobras-petr4-bb-seguridade-bbse3-e-mais-7-acoes-para-comprar-hoje-e-buscar-ate-605/
2022-11-22,MoneyTimes,ubs,CEO da Petrobras (PETR4): Veja 3 nomes no radar de Lula,"A Petrobras (PETR4) é destaque de baixa entre as ações do Ibovespa após o UBS corta o preço-alvo da petroleira. O temor, com o esperado, é que a nova gestão petista mude a política da companhia de desinvestimento, diminuição da dívida e pagamento de dividendos. Segundo o senador Jean Paul Prates (PT-RN), o presidente eleito Luiz Inácio Lula da […]",Negative,corta o preço-alvo,Neutral,0.0,False,https://www.moneytimes.com.br/ceo-da-petrobras-petr4-veja-3-nomes-no-radar-de-lula/
2022-11-22,MoneyTimes,ubs,Ibovespa: Petrobras (PETR3;PETR4) recua 4%; CSN (CSNA3) sobe 5% e lidera altas,"O Ibovespa tinha queda de 0,19% nesta terça-feira (22), enquanto o mercado aguarda o texto final da PEC da Transição. Por volta das 12h30, os papéis da Petrobras (PETR3; PETR4) recuavam 4,85% e 4,38%, respectivamente. O movimento de venda das ações acontece depois que o UBS BB rebaixou a recomendação para a empresa, indicando a […]",Negative,rebaixou a recomendação,Negative,-0.8269442319869995,True,https://www.moneytimes.com.br/ibovespa-petrobras-petr3petr4-recua-4-csn-csna3-sobe-5-e-lidera-altas/
2022-11-22,InfoMoney,ubs,"Petrobras (PETR4): UBS faz duplo rebaixamento, recomenda venda e corta preço-alvo em 53%; ação chega a cair 5%, mas ameniza","Banco reduz recomendação com base em visão sobre preços dos combustíveis, investimentos e despesas gerais",Negative,corta preço-alvo,Negative,-0.8355729579925537,True,https://www.infomoney.com.br/mercados/petrobras-petr4-ubs-bb-faz-duplo-rebaixamento-recomenda-venda-da-acao-e-corta-preco-alvo-em-53-fenix-volta-ao-ninho/
2022-11-24,MoneyTimes,btg,"Day Trade: Petrobras (PETR4), Itaúsa (ITSA4) e mais 7 ações para comprar em dia de baixa liquidez e buscar até 4,17%","A Ágora, o BTG Pactual e o PagBank divulgaram as suas recomendações de investimento para esta quinta-feira (24). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas PagBank Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial […]",Positive,para compra,Negative,-0.4788446724414825,False,https://www.moneytimes.com.br/day-trade-petrobras-petr4-itausa-itsa4-e-mais-7-acoes-para-comprar-em-dia-de-pouca-liquidez-e-buscar-ate-417/
2022-12-01,InfoMoney,analistas,As ações mais recomendadas pelos analistas para comprar em dezembro; PETR4 e WEGE3 entram e VALE3 lidera,"Petrobras (PETR4) e Weg (WEGE3) figuram entre as novidades, ao passo que Renner e Totvs deixam a relação",Positive,para compra,Neutral,0.0,False,https://www.infomoney.com.br/onde-investir/as-acoes-mais-recomendadas-pelos-analistas-para-comprar-em-dezembro-petr4-e-wege3-entram-e-vale3-lidera/
2022-12-05,InfoMoney,analistas,5 ações que pagam bons dividendos para investir em dezembro; EGIE3 e BEEF3 substituem PETR4 e VBBR3,Vale (VALE3) termina o ano como preferida dos analistas,Positive,preferida dos analistas,Neutral,0.0,False,https://www.infomoney.com.br/onde-investir/5-acoes-que-pagam-bons-dividendos-para-investir-em-dezembro-egie3-e-beef3-substituem-petr4-e-vbbr3/
2022-12-05,InfoMoney,analistas,"Ação da Petrobras (PETR4) teve alta em novembro, apesar de cortes de projeções e sinalizações negativas: o que explica?","Recuperação do petróleo e alguns sinais de transição gradual na companhia guiaram desempenho; alguns analistas seguem recomendando compra, mas com cautela",Positive,recomendando compra,Positive,0.6310346722602844,True,https://www.infomoney.com.br/mercados/acao-da-petrobras-petr4-teve-alta-em-novembro-apesar-de-cortes-de-projecoes-e-sinalizacoes-negativas-o-que-explica/
2022-12-07,MoneyTimes,s&p,"Revés do IRB (IRBR3), avanço da Petrobras (PETR4) e dividendos da Alupar (ALUP11); veja destaques","Um novo revés para o IRB (IRBR3), o início de mais um processo de venda pela Petrobras (PETR4) e o anúncio de pagamento de dividendos pela Alupar (ALUP11) são alguns dos destaques desta quarta-feira (7). A agência de classificação de risco S&P rebaixou o rating do IRB de AAA para AA, com perspectiva negativa. Segundo a agência, a empresa […]",Negative,rebaixou o rating,Negative,-0.8104807734489441,True,https://www.moneytimes.com.br/o-reves-do-irb-irbr3-o-avanco-da-petrobras-petr4-e-um-pagamento-de-dividendos/
2022-12-11,MoneyTimes,jpmorgan,Veja quantos bilhões de dólares a Petrobras (PETR4) pode pagar de dividendos em 2023,"O JPMorgan calcula que a Petrobras (PETR4) irá gerar um caixa de US$ 17 bilhões em 2023, ou rendimento de dividendos de 23%. Trata-se de uma redução de 54% ante os US$ 37 bilhões desde ano, mas ainda grande comparado com outras companhias. Mesmo com a cifra, o JP não recomenda compra em Petrobras, com […]",Positive,recomenda compra,Neutral,0.0,False,https://www.moneytimes.com.br/veja-quantos-bilhoes-de-dolares-a-petrobras-petr4-pode-pagar-de-dividendos-em-2023/
2022-12-13,Exame,bradesco bbi,Bradesco BBI vê risco à política de preços e dividendos da Petrobras (PETR4) e rebaixa ação,"Entre os riscos estão possíveis mudanças na política de dividendos e de preços, congelamento de desinvestimentos e alteração na Lei das Estatais",Negative,vê risco,Negative,-0.847961962223053,True,https://exame.com/invest/mercados/bradesco-bbi-ve-risco-a-politica-de-precos-e-dividendos-da-petrobras-petr4-e-rebaixa-acao/
2022-12-13,MoneyTimes,bradesco bbi,Petrobras (PETR4): Bradesco BBI faz corte drástico em preço-alvo,"O Bradesco BBI rebaixou nesta terça-feira (13) as ações da Petrobras (PETR4) para “underperform” – equivalente à venda – e reduziu o preço-alvo ao final de 2023, de R$ 53 (US$ 20/ADR) para R$ 26 (US$ 10/ADR). O banco cita entre os motivos para a avaliação o fluxo de notícias “cada vez mais negativo” e […]",Negative,reduziu o preço-alvo,Negative,-0.8094130754470825,True,https://www.moneytimes.com.br/petrobras-petr4-bradesco-bbi-faz-corte-drastico-em-preco-alvo/
2022-12-13,InfoMoney,bradesco bbi,"Petrobras (PETR4): Bradesco BBI rebaixa recomendação para neutra e corta preço-alvo em 50%, com fluxo contínuo de notícias ruins","Última notícia negativa foi sobre possível revogação da lei das estatais, que pode impactar e muito a governança corporativa das empresas",Negative,rebaixa recomendação,Negative,-0.8505378365516663,True,https://www.infomoney.com.br/mercados/petrobras-petr4-bradesco-bbi-rebaixa-recomendacao-acao-neutra-e-corta-preco-alvo-em-50-com-fluxo-continuo-de-noticias-ruins/
2022-12-20,InfoMoney,morgan stanley,"Petrobras (PETR4): Morgan Stanley corta preço-alvo de ADR, mas olha o passado para não recomendar venda do ativo","Segundo analista do banco, ação reflete boa parte dos maiores riscos de intervenção aos quais a Petrobras estará exposta",Negative,corta preço-alvo,Negative,-0.7559928894042969,True,https://www.infomoney.com.br/mercados/petrobras-petr4-morgan-stanley-corta-preco-alvo-de-adr-mas-olha-o-passado-para-nao-recomendar-venda-do-ativo/
2022-12-20,MoneyTimes,goldman sachs,Petrobras (PETR4): Goldman Sachs corta preço-alvo da ação,"A ação da Petrobras (PETR4) ainda pode subir cerca de 20%, a R$ 26,90, segundo o Goldman Sachs. A nova estimativa, no entanto, representa uma queda de 14% frente ao preço-alvo anterior. Além disso, o banco segue com recomendação “neutra” para os papéis da companhia. Segundo o Goldman Sachs, a estimativa para a estatal agora […]",Negative,corta preço-alvo,Negative,-0.8126624226570129,True,https://www.moneytimes.com.br/petrobras-petr4-o-que-ainda-esperar-da-estatal-segundo-o-goldman-sachs/
2022-12-28,MoneyTimes,analistas,Estatais em 2023: É hora de vender Petrobras (PETR4) e BB (BBAS3) para comprar Copel (CPLE6) e Sabesp (SBSP3)?,"As estatais terminam 2022 no positivo, mesmo em um ano eleitoral. De acordo com índice de estatais da Teva, com mais de 15 ações, entre elas Banco do Brasil (BBAS3), Petrobras (PETR4), Copel (CPLE6) e Sabesp (SBSP3), as empresas valorizaram 24% neste ano. Para analistas ouvidos pelo Money Times, o motivo da alta dos papéis […]",Positive,para compra,Negative,-0.4884543716907501,False,https://www.moneytimes.com.br/estatais-e-hora-de-vender-petrobras-petr4-e-bb-bbas3-para-comprar-copel-cple6-e-sabesp-sbsp3/
2023-01-06,InfoMoney,analista,"Petrobras (PETR4): Morgan eleva preço-alvo de ADR, mas segue cautela ao ver mudança em dividendos apenas como questão de tempo","“A política de dividendos está entre as mudanças mais fáceis de serem implementadas por uma nova equipe de gestão”, aponta o analista do banco",Positive,eleva preço-alvo,Neutral,0.0,False,https://www.infomoney.com.br/mercados/petrobras-petr4-morgan-eleva-preco-alvo-adr-cautela-continua-politica-dividendos-primeira-mudar/
2023-01-19,MoneyTimes,btg,"Day Trade: Petrobras (PETR4), Itaú (ITUB4) e outras 7 ações para comprar hoje e buscar até 3,41%","A Ágora, o BTG Pactual e o PagBank divulgaram suas recomendações de investimento para esta quinta-feira (19). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas PagBank Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial de ganho Stop […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/day-trade-petrobras-petr4-itau-itub4-e-outras-7-acoes-para-comprar-hoje-e-buscar-ate-341/
2023-01-20,MoneyTimes,btg,"Day Trade: Banco do Brasil (BBAS3), Petrobras (PETR4) e mais 7 ações para comprar hoje e lucrar até 4,08%","A Ágora, o BTG Pactual e o PagBank divulgaram suas recomendações de investimento para esta sexta-feira (20). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas PagBank Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial de ganho Stop […]",Positive,para compra,Positive,0.5101500749588013,True,https://www.moneytimes.com.br/day-trade-banco-do-brasil-bbas3-petrobras-petr4-e-mais-7-acoes-para-comprar-hoje-e-lucrar-ate-408/
2023-02-13,MoneyTimes,bb investimentos,"Itaúsa (ITSA4), WEG (WEGE3) e mais 3 ações para comprar na semana pré-carnaval e buscar até 11%, segundo BB","A BB Investimentos fez três alterações em sua carteira de ações recomendadas para o período de 13 a 17 de fevereiro. A corretora substituiu as posições em Petrobras (PETR4), Raia Drogasil (RADL3) e Cemig (CMIG4) por Itaúsa (ITSA4), Cielo (CIEL3) e CSN (CSNA3). Além das novas integrantes, CSN Mineração (CMIN3) e WEG (WEGE3) compõem o portfólio. Na semana passada, os […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/itausa-itsa4-weg-wege3-e-mais-3-acoes-para-comprar-na-semana-pre-carnaval-e-buscar-ate-11-segundo-bb/
2023-02-24,MoneyTimes,analistas,"Day Trade: Vale (VALE3), Petrobras (PETR4) e outras ações para comprar hoje e buscar até 3,61%","O PagBank e a Ágora divulgaram suas recomendações de investimento para esta sexta-feira (24), último pregão da semana do Carnaval. As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas Ágora Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/day-trade-vale-vale3-petrobras-petr4-e-outras-acoes-para-comprar-hoje-e-buscar-ate-361/
2023-03-06,MoneyTimes,corretora,"Petrobras (PETR4) e outras 4 ações para superar o Ibovespa nesta semana, segundo a MyCap","A carteira recomendada semanal de ações da MyCap não passou por alterações. A corretora segue recomendando a compra dos papéis de Randon (RAPT4), WEG (WEGE3), Movida (MOVI3), Minerva (BEEF3) e Petrobras (PETR4). Na última semana, a carteira ficou do lado negativo, em recuo de 1,15%, enquanto o índice Ibovespa (IBOV) também teve desvalorização, de 1,83%. […]",Positive,recomendando a compra,Positive,0.4770781397819519,True,https://www.moneytimes.com.br/petrobras-petr4-e-outras-4-acoes-para-superar-o-ibovespa-nesta-semana-segundo-a-mycap/
2023-03-06,InfoMoney,goldman sachs,"Goldman Sachs reitera PRIO (PRIO3) como top pick de petróleo, após semana tumultuada para setor","Criação de impostos sobre exportação de petróleo, pedido de suspensão de venda de ativos da Petrobras e balanços movimentaram o setor na semana passada",Positive,top pick,Negative,-0.3963478207588196,False,https://www.infomoney.com.br/mercados/goldman-sachs-reitera-prio-prio3-como-top-pick-no-setor-de-petroleo-apos-semana-tumultuada-para-setor-de-oleo-e-gas/
2023-03-13,InfoMoney,itaú bba,Petrobras (PETR4): Itaú BBA e Genial cortam preço-alvo e mantêm visão cautelosa para ações após últimos desdobramentos,"Redução foi motivada por um maior custo de capital, expectativa de queda nos preços do petróleo, alteração da política de dividendos, entre outros fatores",Negative,cortam preço-alvo,Negative,-0.7641194462776184,True,https://www.infomoney.com.br/mercados/petrobras-petr4-itau-bba-e-genial-cortam-preco-alvo-e-mantem-visao-cautelosa-para-acoes-apos-ultimos-desdobramentos/
2023-03-17,MoneyTimes,analistas,"Day Trade: Petrobras (PETR4), Gerdau (GGBR4) e outras ações para comprar hoje e buscar até 3,73%","O PagBank e a Ágora Investimentos divulgaram suas recomendações de investimento para esta sexta-feira (17). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas   PagBank Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial de ganho Stop […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/day-trade-petrobras-petr4-gerdau-ggbr4-e-outras-acoes-para-comprar-hoje-e-buscar-ate-373/
2023-03-20,MoneyTimes,btg,"Day Trade: Petrobras (PETR4), Prio (PRIO3) e outras ações para comprar hoje e buscar até 3,66%","O PagBank, o BTG e a Ágora Investimentos divulgaram suas recomendações de investimento para esta segunda-feira (20). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas   PagBank Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/day-trade-petrobras-petr4-prio-prio3-e-outras-acoes-para-comprar-hoje-e-buscar-ate-366/
2023-04-04,MoneyTimes,btg,"Day Trade: Petrobras (PETR4), Ambev (ABEV3) e mais 7 ações para comprar hoje e buscar até 4%","O PagBank, o BTG Pactual e a Ágora divulgaram suas recomendações de investimento para esta terça-feira (4). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas Ágora Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial de ganho […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/day-trade-petrobras-petr4-ambev-abev3-e-mais-7-acoes-para-comprar-hoje-e-buscar-ate-4/
2023-04-06,MoneyTimes,btg,"Day Trade: Petrobras (PETR4), Magazine Luiza (MGLU3) e mais 6 ações para comprar hoje e buscar até 3,78%","O BTG Pactual e a Ágora divulgaram suas recomendações de investimento para esta quinta-feira (6). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas Ágora Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial de ganho Stop (R$) […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/day-trade-petrobras-petr4-magazine-luiza-mglu3-e-mais-6-acoes-para-comprar-pre-pascoa-e-buscar-ate-378/
2023-04-16,MoneyTimes,genial,"PETR4, PRIO3, RRRP3 e RECV3: Genial indica duas ações para comprar, uma para manter e outra para vender","Após a publicação do relatório de certificação de reservas, a PRIO (PRIO3) emerge como a grande campeã do setor de óleo e gás, avalia a Genial Investimentos, em relatório divulgado na noite de sexta-feira (14). A corretora, que destaca o aumento de volumes recuperáveis e queda do capex (investimentos), menciona outro ponto importante nas operações […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/petr4-prio3-rrrp3-e-recv3-genial-indica-duas-acoes-para-comprar-uma-para-manter-e-outra-para-vender/
2023-04-25,InfoMoney,analistas,Petrobras (PETR4) quer voltar para distribuição e retomar marca BR da Vibra (VBBR3): o que isso sinaliza para as ações?,"Analistas do Goldman Sachs apontam que notícia é negativa para Vibra, dada importância da marca, enquanto indica maior capex da Petrobras",Negative,é negativ,Neutral,0.0,False,https://www.infomoney.com.br/mercados/petrobras-petr4-quer-voltar-para-distribuicao-combustiveis-e-retomar-marca-br-da-vibra-vbbr3-o-que-isso-sinaliza-para-as-acoes/
2023-04-26,MoneyTimes,btg,"Day Trade: PETR4, BBAS3, WEGE3 e mais 5 ações para comprar nesta quarta (26) e lucrar até 3,4%","O PagBank, BTG Pactual e a Ágora divulgaram suas recomendações de investimento para esta quarta-feira (26). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas Ágora Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial de ganho Stop […]",Positive,para compra,Positive,0.5415534973144531,True,https://www.moneytimes.com.br/day-trade-petr4-bbas3-wege3-e-mais-5-acoes-para-comprar-nesta-quarta-25-e-lucrar-ate-34/
2023-05-04,InfoMoney,analistas,Petrobras (PETR4): dados de produção e vendas trazem sinais positivos para 1º tri e analistas fazem projeções para dividendos,Analistas especulam se haverá manutenção da política de dividendo e destacam surpresa positiva com vendas,Positive,surpresa positiv,Positive,0.7557233572006226,True,https://www.infomoney.com.br/mercados/petrobras-petr4-dados-de-producao-e-vendas-trazem-sinais-positivos-para-1o-tri-e-analistas-fazem-projecoes-para-dividendos/
2023-05-08,MoneyTimes,bradesco bbi,"Casamento entre Braskem (BRKM5) e árabes pode ser infeliz, diz Bradesco BBI","A Braskem (BRKM5) voltou ao centro do noticiário após receber uma proposta da estatal árabe Abu Dhabi National Oil Company (Adnoc) para comprar a participação da Novonor, antiga Odebrecht, na companhia. Atualmente, a Novonor detém 50,1% do capital votante da empresa. Os outros 36,1% são da Petrobras (PETR4). E aí que mora o problema, diz o […]",Positive,para compra,Negative,-0.6888821125030518,False,https://www.moneytimes.com.br/casamento-entre-braskem-brkm5-e-arabes-pode-nao-ser-feliz-diz-bradesco-bbi/
2023-05-11,MoneyTimes,bank of america,"Dividendos: Petrobras (PETR4) deve pagar R$ 2 por ação, diz BofA; banco corta preço-alvo às vésperas do 1T23","O Bank of America (BofA) reduziu o preço-alvo das ações da Petrobras (PETR3; PETR4) de R$ 30 para R$ 28, às vésperas dos resultados do primeiro trimestre de 2023 (1T23). O banco reiterou a recomendação neutra para os papéis. O corte é explicado pelas “tendências macroeconômicas mais fracas”, de acordo com o analista, Leonardo Marcondes. A […]",Negative,corta preço-alvo,Negative,-0.7955011129379272,True,https://www.moneytimes.com.br/dividendos-petrobras-petr4-deve-pagar-r-2-por-acao-diz-bofa-banco-corta-preco-alvo-as-vesperas-do-1t23/
2023-05-16,MoneyTimes,analistas,"Petrobras (PETR4): Com nova política de preços, é hora de comprar as ações?","Mesmo com o pior cenário desenhado para a Petrobras (PETR4) ficando para trás, analistas seguem com a mesma avaliação final sobre a companhia. Segundo TradeMap, a empresa continua com nove recomendações de manter, três de compra e três de venda. A XP Investimentos, que recomenda a compra das ações, afirmou que a estratégia comercial baseada […]",Positive,recomenda a compra,Neutral,0.0,False,https://www.moneytimes.com.br/petrobras-petr4-com-nova-politica-de-precos-e-hora-de-comprar-as-acoes/
2023-05-17,MoneyTimes,analistas,Como a Petrobras (PETR4) impulsiona as ações de Azul (AZUL4) e Gol (GOLL4),"As ações das companhias aéreas Azul e Gol lideravam as altas do Ibovespa (IBOV) no pregão desta quarta-feira (17). Por volta das 13h30, AZUL4 disparava 12,78%, a R$ 13,94, enquanto GOLL4 subia 7,94%, a R$ 8,02. A valorização os papéis acompanha a visão positiva do mercado sobre a inflação e o preço dos combustíveis, dizem analistas. […]",Positive,são positiv,Positive,0.7540748119354248,True,https://www.moneytimes.com.br/como-a-petrobras-petr4-impulsiona-as-acoes-de-azul-azul4-e-gol-goll4/
2023-05-26,InfoMoney,bradesco bbi,Vibra (VBBR3): o que pode acontecer com ações se Petrobras (PETR4) e Previ quiserem comprar uma fatia da companhia?,"Bradesco BBI apontou que rumores ganharam força e que Petrobras pode contar com a ajuda do Previ para comprar fatia, destacando cenários para ativos",Positive,para compra,Neutral,0.0,False,https://www.infomoney.com.br/mercados/vibra-vbbr3-o-que-pode-acontecer-com-acoes-se-a-petrobras-petr4-e-a-previ-quiserem-comprar-uma-fatia-da-companhia/
2023-05-27,MoneyTimes,ubs,"Petrobras (PETR4): Ação pode encolher 18% em meses, alerta bancão gringo","Apesar de elevar o preço-alvo da ação preferencial da Petrobras (PETR4) de R$ 20 para R$ 22 nos próximos 12 meses, o UBS-BB vê com ceticismo o recente rali do papel, que dispara 22% neste ano. O preço implica potencial de queda de 17,9% ante o último fechamento. A recomendação é de venda. Petrobras (PETR4): […]",Positive,elevar o preço-alvo,Negative,-0.8371644616127014,False,https://www.moneytimes.com.br/petrobras-petr4-acao-pode-encolher-18-em-meses-alerta-bancao-gringo/
2023-06-02,MoneyTimes,btg,"Day Trade: Petrobras (PETR4), Vale (VALE3) e mais 7 ações para comprar hoje e buscar lucros de até 3,6%","O PagBank, BTG Pactual e a Ágora divulgaram suas recomendações de investimento para esta sexta-feira (2). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. As ações indicadas PagBank Empresa Ticker Entrada (R$) 1º alvo (R$) Potencial de ganho 2º alvo (R$) Potencial de ganho Stop (R$) […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/day-trade-petrobras-petr4-vale-vale3-e-mais-7-acoes-para-comprar-nesta-terca-2-e-lucrar-ate-36/
2023-06-07,InfoMoney,analistas,Petrobras (PETR4): recomendação elevada para compra por dividendos e alta do petróleo puxam alta de 3% das ações,Analistas do banco americano veem sinalizações mais positivas da nova gestão e agora veem um pagamento de proventos de 40% do fluxo de caixa livre,Positive,para compra,Positive,0.4821612238883972,True,https://www.infomoney.com.br/mercados/petrobras-petr4-acoes-morgan-stanley-eleva-recomendacao-de-adr-para-compra-com-visao-positiva-para-dividendos-da-estatal/
2023-06-12,InfoMoney,jpmorgan,Petrobras (PETR4): JPMorgan eleva recomendação de ações para compra e vê três pilares da estatal “no lugar”,"Após Morgan Stanley, agora foi a vez do JPMorgan revisar recomendação para a estatal petroleira para uma visão mais positiva",Positive,eleva recomendação,Neutral,0.0,False,https://www.infomoney.com.br/mercados/petrobras-petr4-jpmorgan-eleva-recomendacao-de-acoes-para-compra-e-ve-tres-pilares-da-estatal-no-lugar/
2023-06-12,Exame,jpmorgan,JPMorgan eleva recomendação da Petrobras e destaca pagamento de dividendos,"Em relatório publicado nesta segunda-feira, o JPMorgan elevou a recomendação de Petrobras de neutra para compra",Positive,eleva recomendação,Neutral,0.0,False,https://exame.com/invest/mercados/jp-morgan-eleva-recomendacao-da-petrobras-e-destaca-pagamento-de-dividendos/
