Data_Publicacao,Portal,Casa,Noticia,Resumo,Rotulo_Especialista,Evidencia,Sentimento_Rotulo,Concorda,AUDITORIA_correto?,AUDITORIA_rotulo_certo,URL
2022-08-31,MoneyTimes,btg,"Day Trade: Petrobras (PETR4), Marfrig (MRFG3) e mais 6 ações para vender hoje e buscar até 3,25%","A Ágora Investimentos, o BTG Pactual e o PagBank indicaram a compra das ações da Usiminas (USIM5) para esta quarta-feira (31). No entanto, outras ações bastante conhecidas figuram a lista de vendas para o investidor, entre elas estão os ativos de Petrobras (PETR4) e Marfrig (MRFG3). As corretoras divulgaram suas recomendações de venda para o dia. […]",Negative,recomendações de venda,Neutral,False,,,https://www.moneytimes.com.br/day-trade-petrobras-petr4-marfrig-mrfg3-e-mais-6-acoes-para-vender-hoje-e-buscar-ate-325/
2022-09-13,MoneyTimes,btg,"Day Trade: Petrobras (PETR4) e mais 8 ações para vender nesta terça, segundo Ágora, BTG e PagBank","A Ágora Investimentos, o BTG Pactual e o PagBank indicaram a compra das ações do TG Pactual (BPAC11) para esta terça-feira (13). No entanto, outras ações bastante conhecidas figuram a lista de vendas, entre elas estão Petrobras (PETR4) e BB Seguridade (BBSE3). As corretoras divulgaram suas recomendações de venda para o dia. As ações sugeridas são […]",Negative,recomendações de venda,Neutral,False,,,https://www.moneytimes.com.br/day-trade-petrobras-petr4-e-mais-8-acoes-para-vender-nesta-terca-segundo-agora-btg-e-pagbank/
2022-09-19,MoneyTimes,credit suisse,Petrobras (PBR): Dividendos volumosos compensam risco eleitoral; Credit Suisse vê alta de 52% para ADR,"O Credit Suisse elevou o preço-alvo do ADR (American Depositary Receipt) da Petrobras (PBR), de US$ 18 para US$ 20, e reiterou sua recomendação de “outperform” (desempenho esperado acima da média do mercado, equivalente a “compra”). O novo preço-alvo para o ADR implica um potencial de valorização de 52,6% em relação à cotação do último […]",Positive,elevou o preço-alvo,Negative,False,,,https://www.moneytimes.com.br/petrobras-pbr-dividendos-volumosos-compensam-risco-eleitoral-credit-suisse-ve-alta-de-52-para-adr/
2022-10-25,MoneyTimes,btg,Petrobras (PETR4): A recomendação do BTG faltando 5 dias para o 2º turno das eleições,"A cinco dias do segundo turno das eleições de 2022, o BTG Pactual fala em “cautela redobrada” sobre as ações da Petrobras (PETR4). O banco segue com recomendação “neutra” para os papéis. “O potencial de alta e baixa são significativos, e o índice de Sharpe implícito [relação risco e retorno] não é atraente”, diz trecho […]",Positive,potencial de alta,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-a-recomendacao-do-btg-faltando-5-dias-para-o-2o-turno-das-eleicoes/
2022-11-04,MoneyTimes,analistas,Temor com PETR4 no governo Lula? Petroleira júnior está barata e atrai analistas,"A Petrobras (PETR3;PETR4) encerra a semana com um tombo de mais de 12%. A queda ocorre após a confirmação da vitória do ex-presidente Luiz Inácio Lula da Silva (PT). Parte do mercado vê na vitória do ex-presidente a descontinuidade da política de paridade de preços (PPI) e do desinvestimento em refinarias, fatores que sustentaram a […]",Positive,está barat,Negative,False,,,https://www.moneytimes.com.br/temor-com-petr4-no-governo-lula-petroleira-junior-esta-barata-e-atrai-analistas/
2022-11-04,MoneyTimes,goldman sachs,Petrobras (PETR4): Goldman Sachs rebaixa recomendação por incertezas políticas nos próximos anos,"O Goldman Sachs rebaixou a recomendação para as ações da Petrobras (PETR3; PETR4) de “compra” para “neutro”, devido ao aumento da incerteza em torno das políticas a serem adotadas nos próximos anos. Segundo Bruno Amorim e equipe do Goldman, os pagamentos de dividendos têm sido um foco dos investidores. Entretanto, o presidente eleito, Lula (PT), e outros […]",Negative,rebaixa recomendaç,Negative,True,,,https://www.moneytimes.com.br/petrobras-petr4-goldman-sachs-rebaixa-recomendacao-por-incertezas-politicas-nos-proximos-anos/
2022-11-26,MoneyTimes,órama,"Petrobras (PETR4) e PRIO (PRIO3): Uma ação para comprar e outra para vender, segundo Órama","O momento é de comprar a ação da PRIO (PRIO3) e vender o papel da Petrobras (PETR4), avalia a Órama Investimentos. Em relatório publicado na semana, a corretora explica que a recomendação de venda (short) para as ações de Petrobras e compra (long) em PRIO se deve a um ajuste para considerar o pagamento de […]",Negative,recomendação de venda,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-e-prio-prio3-uma-acao-para-comprar-e-outra-para-vender-segundo-orama/
2022-12-11,MoneyTimes,jpmorgan,Veja quantos bilhões de dólares a Petrobras (PETR4) pode pagar de dividendos em 2023,"O JPMorgan calcula que a Petrobras (PETR4) irá gerar um caixa de US$ 17 bilhões em 2023, ou rendimento de dividendos de 23%. Trata-se de uma redução de 54% ante os US$ 37 bilhões desde ano, mas ainda grande comparado com outras companhias. Mesmo com a cifra, o JP não recomenda compra em Petrobras, com […]",Positive,recomenda compra,Neutral,False,,,https://www.moneytimes.com.br/veja-quantos-bilhoes-de-dolares-a-petrobras-petr4-pode-pagar-de-dividendos-em-2023/
2022-12-13,MoneyTimes,bradesco bbi,Petrobras (PETR4): Bradesco BBI faz corte drástico em preço-alvo,"O Bradesco BBI rebaixou nesta terça-feira (13) as ações da Petrobras (PETR4) para “underperform” – equivalente à venda – e reduziu o preço-alvo ao final de 2023, de R$ 53 (US$ 20/ADR) para R$ 26 (US$ 10/ADR). O banco cita entre os motivos para a avaliação o fluxo de notícias “cada vez mais negativo” e […]",Negative,reduziu o preço-alvo,Negative,True,,,https://www.moneytimes.com.br/petrobras-petr4-bradesco-bbi-faz-corte-drastico-em-preco-alvo/
2023-01-06,InfoMoney,analista,"Petrobras (PETR4): Morgan eleva preço-alvo de ADR, mas segue cautela ao ver mudança em dividendos apenas como questão de tempo","“A política de dividendos está entre as mudanças mais fáceis de serem implementadas por uma nova equipe de gestão”, aponta o analista do banco",Positive,eleva preço-alvo,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-morgan-eleva-preco-alvo-adr-cautela-continua-politica-dividendos-primeira-mudar/
2023-01-27,MoneyTimes,btg,"Petrobras (PETR4): Ação não está barata em ‘muitos cenários prováveis’, diz BTG","As ações da Petrobras (PETR4) não estão “baratas o suficiente”, apesar do suporte que os dividendos (ainda que menores) poderiam oferecer para a tese da estatal, avalia o BTG Pactual. O banco reiterou a classificação “neutro” para as ações, com preço-alvo de R$ 35,70, após a aprovação de Jean Paul Prates pelo conselho de administração […]",Positive,está barat,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-acao-nao-esta-barata-em-muitos-cenarios-provaveis-diz-btg/
2023-03-06,MoneyTimes,corretora,"Petrobras (PETR4) e outras 4 ações para superar o Ibovespa nesta semana, segundo a MyCap","A carteira recomendada semanal de ações da MyCap não passou por alterações. A corretora segue recomendando a compra dos papéis de Randon (RAPT4), WEG (WEGE3), Movida (MOVI3), Minerva (BEEF3) e Petrobras (PETR4). Na última semana, a carteira ficou do lado negativo, em recuo de 1,15%, enquanto o índice Ibovespa (IBOV) também teve desvalorização, de 1,83%. […]",Positive,recomendando a compra,Positive,True,,,https://www.moneytimes.com.br/petrobras-petr4-e-outras-4-acoes-para-superar-o-ibovespa-nesta-semana-segundo-a-mycap/
2023-03-13,InfoMoney,itaú bba,Petrobras (PETR4): Itaú BBA e Genial cortam preço-alvo e mantêm visão cautelosa para ações após últimos desdobramentos,"Redução foi motivada por um maior custo de capital, expectativa de queda nos preços do petróleo, alteração da política de dividendos, entre outros fatores",Negative,cortam preço-alvo,Negative,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-itau-bba-e-genial-cortam-preco-alvo-e-mantem-visao-cautelosa-para-acoes-apos-ultimos-desdobramentos/
2023-04-25,InfoMoney,analistas,Petrobras (PETR4) quer voltar para distribuição e retomar marca BR da Vibra (VBBR3): o que isso sinaliza para as ações?,"Analistas do Goldman Sachs apontam que notícia é negativa para Vibra, dada importância da marca, enquanto indica maior capex da Petrobras",Negative,é negativ,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-quer-voltar-para-distribuicao-combustiveis-e-retomar-marca-br-da-vibra-vbbr3-o-que-isso-sinaliza-para-as-acoes/
2023-05-04,InfoMoney,analistas,Petrobras (PETR4): dados de produção e vendas trazem sinais positivos para 1º tri e analistas fazem projeções para dividendos,Analistas especulam se haverá manutenção da política de dividendo e destacam surpresa positiva com vendas,Positive,positivos para,Positive,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-dados-de-producao-e-vendas-trazem-sinais-positivos-para-1o-tri-e-analistas-fazem-projecoes-para-dividendos/
2023-05-17,InfoMoney,suno,"Petrobras: política de preço “equivocada” não dura, diz CIO – que manterá ação na carteira","Para Vitor Duarte, da Suno Asset, papel está barato considerando o grande fluxo de caixa livre e a eficiência operacional da Petrobras",Positive,está barat,Negative,False,,,https://www.infomoney.com.br/onde-investir/petrobras-politica-de-preco-equivocada-nao-dura-diz-cio-que-mantera-acao-na-carteira/
2023-05-26,InfoMoney,ubs,"Petrobras (PETR4): por que o UBS BB elevou preço-alvo, mas manteve recomendação de venda para as ações da estatal","Últimos desdobramentos não foram tão ruins quanto se esperava, apontam analistas, mas muitas incertezas (agora sobre dividendos) seguem no radar",Positive,elevou preço-alvo,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-por-que-o-ubs-bb-elevou-preco-alvo-mas-manteve-recomendacao-de-venda-para-as-acoes-da-estatal/
2023-06-12,Exame,jpmorgan,JPMorgan eleva recomendação da Petrobras e destaca pagamento de dividendos,"Em relatório publicado nesta segunda-feira, o JPMorgan elevou a recomendação de Petrobras de neutra para compra",Positive,eleva recomendaç,Neutral,False,,,https://exame.com/invest/mercados/jp-morgan-eleva-recomendacao-da-petrobras-e-destaca-pagamento-de-dividendos/
2023-06-12,InfoMoney,jpmorgan,Petrobras (PETR4): JPMorgan eleva recomendação de ações para compra e vê três pilares da estatal “no lugar”,"Após Morgan Stanley, agora foi a vez do JPMorgan revisar recomendação para a estatal petroleira para uma visão mais positiva",Positive,eleva recomendaç,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-jpmorgan-eleva-recomendacao-de-acoes-para-compra-e-ve-tres-pilares-da-estatal-no-lugar/
2023-06-20,MoneyTimes,jpmorgan,Petrobras (PETR4): Mais um bancão gringo recomenda compra e vê ‘risco Lula’ menor,"Dias após o JPMorgan elevar a Petrobras (PETR4) para compra, agora é a vez do Goldman Sachs coroar o bom momento da estatal. Em documento enviado a clientes nesta terça-feira (20), o bancão mudou a recomendação de neutra para compra, com preço-alvo para as ações preferenciais de R$ 41, potencial de ganhos de 34%, e de […]",Positive,recomenda compra,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-mais-um-bancao-gringo-recomenda-compra-veja-3-pontos-de-otimismo/
2023-06-20,Exame,jpmorgan,"Otimismo com a Petrobras: depois de JPMorgan, Goldman Sachs recomenda compra da ação","Banco destacou a política de dividendos e a de preços, além da alocação de investimentos",Positive,recomenda compra,Neutral,False,,,https://exame.com/invest/mercados/otimismo-com-a-petrobras-depois-de-jpmorgan-goldman-sachs-recomenda-compra-da-acao/
2023-06-20,InfoMoney,analistas,Petrobras (PETR4): investidores nos EUA estão positivos com ações da estatal por 4 motivos – mas há um ponto de preocupação,"Após conversas com investidores dos EUA, analistas do BBI destacaram sentimento positivo com estatal, mas há grandes questões sobre capex",Positive,estão positiv,Positive,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-investidores-nos-eua-estao-positivos-com-acoes-da-estatal-por-4-motivos-mas-ha-um-ponto-de-preocupacao/
2023-06-26,MoneyTimes,xp,"PETR4, PRIO3, RECV3 e RRRP3: O que esperar das petroleiras e qual é a melhor para investir, segundo XP","A XP Investimentos atualizou suas estimativas para o setor de óleo e gás com recomendação de compra para todas as companhias do setor sob sua cobertura, sendo elas a Petrobras (PETR4) e as júniores Prio (PRIO3), PetroRecôncavo (RECV3) e 3R Petroleum (RRRP3). Analistas da casa de análise chamam atenção para as petroleiras júniores, que foram atingidas por fatores […]",Positive,recomendação de compra,Neutral,False,,,https://www.moneytimes.com.br/petr4-prio3-recv3-e-rrrp3-o-que-esperar-das-petroleiras-e-qual-e-a-melhor-para-investir-segundo-xp/
2023-06-26,InfoMoney,xp,"XP eleva preço-alvo de ação da Petrobras (PETR4), mas reitera PRIO (PRIO3) como preferida após rali da estatal","“Acreditamos que é hora de um retorno para as juniores, já que a Petrobras se aproxima de sua máxima de cinco anos”, aponta a XP",Positive,eleva preço-alvo,Positive,True,,,https://www.infomoney.com.br/mercados/xp-eleva-preco-alvo-de-acao-da-petrobras-petr4-mas-reitera-prio-prio3-como-preferida-apos-rali-da-estatal/
2023-07-14,InfoMoney,analistas,"Goldman recomenda compra para Petrobras (PETR4) tendo dividendo entre os temas, mas vê outra petroleira se destacar no 2º semestre","Analistas veem colombiana Ecopetrol como maior petroleira pagadora na 2ª metade do ano na AL, mas têm recomendação neutra para essas ações",Positive,recomenda compra,Neutral,False,,,https://www.infomoney.com.br/mercados/goldman-recomenda-compra-para-petrobras-petr4-tendo-dividendo-entre-os-temas-mas-ve-outra-petroleira-se-destacar-no-2o-semestre/
2023-07-29,Exame,fitch,Fitch eleva ratings de Petrobras e várias empresas brasileiras após melhora em nota soberana,"Segundo a agência de avaliação de risco, a mudança foi motivada pelo desempenho macroeconômico e fiscal do soberano brasileiro melhor do que o esperado em meio aos choques, assim como ""políticas proativas e reformas""",Positive,eleva rating,Positive,True,,,https://exame.com/invest/mercados/fitch-eleva-ratings-de-petrobras-e-varias-empresas-brasileiras-apos-melhora-em-nota-soberana/
2023-07-29,InfoMoney,fitch,Fitch eleva ratings de Petrobras (PETR4) e várias empresas brasileiras após melhora em nota soberana; veja a lista,"Segundo a agência, a mudança foi motivada pelo desempenho macroeconômico e fiscal do soberano brasileiro melhor do que o esperado",Positive,eleva rating,Positive,True,,,https://www.infomoney.com.br/mercados/fitch-eleva-ratings-de-petrobras-petr4-e-varias-empresas-brasileiras-apos-melhora-em-nota-soberana-veja-a-lista/
2023-07-30,MoneyTimes,bb investimentos,"Tendência de alta? Petrobras (PETR4), Copom e outros pontos de atenção para o Ibovespa nos próximos dias","O Ibovespa fechou a última semana praticamente no zero a zero, tendo apresentado um leve recuo de 0,02% – sinal de que o mercado está cauteloso no curto prazo, na avaliação do BB Investimentos. Além do balanço decepcionante de Vale (VALE3), o mercado repercutiu dados de produção e vendas da Petrobras (PETR4) e a nova […]",Negative,decepcion,Neutral,False,,,https://www.moneytimes.com.br/tendencia-de-alta-petrobras-petr4-copom-e-outros-pontos-de-atencao-para-o-ibovespa-nos-proximos-dias/
2023-07-31,MoneyTimes,xp,Petrobras (PETR4): A nova estimativa da XP para os dividendos,"A XP Investimentos aumentou a estimativa para os dividendos da Petrobras (PETR4) relativos ao segundo trimestre de 2023, de US$ 2,5 bilhões para 2,8 bilhões (R$ 1/ação ou 3,5% yield sobre PETR4). Na sexta, a estatal anunciou a redução do percentual de FCO menos Capex a ser devolvido aos acionistas, de 60% para 45%.   A […]",Positive,aumentou a estimativ,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-a-nova-estimativa-da-xp-para-os-dividendos-e-um-novo-ponto-de-atencao/
2023-08-04,MoneyTimes,bradesco bbi,Petrobras (PETR4): O novo preço-alvo do Bradesco BBI após 2T23 e dividendos,"O Bradesco BBI elevou o preço-alvo para as ações da Petrobras (PETR4), de R$ 26 para R$ 38 ao final de 2024, após o anúncio de US$ 28 bilhões de lucro no segundo trimestre e o pagamento de US$ 3 bilhões em dividendos. A recomendação, no entanto, segue neutra. A ação da estatal é negociada […]",Positive,elevou o preço-alvo,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-o-novo-preco-alvo-do-bradesco-bbi-apos-2t23-e-dividendos/
2023-08-15,InfoMoney,analistas,Reajustes da Petrobras acima do esperado levam projeções do IPCA de 2023 para acima de 5%,"Maior parte dos analistas veem inflação de 2023 em 5,1%; mediana da projeção no Boletim Focus está em 4,84% há duas semanas",Positive,acima do esperado,Negative,False,,,https://www.infomoney.com.br/economia/reajustes-da-petrobras-acima-do-esperado-levam-projecoes-do-ipca-de-2023-para-acima-de-5/
2023-08-16,MoneyTimes,analistas,"Petrobras (PETR4): Alta dos combustíveis deve abastecer dividendos e pode levar a salto de 40% das ações, diz BBI","Analistas do Bradesco BBI passaram a ver a ação da Petrobras (PETR4) atrativa para compra. A casa elevou a recomendação dos papéis da estatal, com um preço-alvo de R$ 38, de olho no alto potencial de retorno após acontecimentos recentes. A mudança de rating ocorre após o anúncio de reajuste dos preços da gasolina e do […]",Positive,elevou a recomendaç,Negative,False,,,https://www.moneytimes.com.br/petrobras-petr4-alta-dos-combustiveis-deve-abastecer-dividendos-e-pode-levar-a-salto-de-40-das-acoes-diz-bbi/
2023-08-17,MoneyTimes,xp,"Petrobras (PETR4) ou petroleiras júniores? Saiba qual é o melhor investimento após o 2T23, segundo XP","Passada a safra de resultados do segundo trimestre do ano, as corretoras começaram a fazer o saldo da temporada. Segundo a XP Investimentos, dentro do setor de óleo e gás, uma empresa conseguiu reportar números acima do esperado – e não foi a Petrobras (PETR4). A estatal, inclusive, apresentou um balanço que veio ligeiramente menor […]",Positive,acima do esperado,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-ou-petroleiras-juniores-saiba-qual-e-o-melhor-investimento-apos-o-2t23-segundo-xp/
2023-08-23,MoneyTimes,bank of america,"Petrobras (PETR4) agora é compra, diz BofA, que prevê alta de 40%","O Bank of America (BofA) elevou a recomendação para a Petrobras (PETR4), de neutro para compra, a um preço-alvo de R$ 45 (ante R$ 33) – o que implica um potencial de alta de cerca de 40%. Mais cedo, o BTG Pactual também alterou a recomendação da Petrobras para compra, a um preço-alvo de US$ […]",Positive,elevou a recomendaç,Positive,True,,,https://www.moneytimes.com.br/petrobras-bofa-eleva-compra-23082023/
2023-08-23,MoneyTimes,btg,Por que comprar Petrobras (PETR4)? BTG vê dividendos de US$ 11 bi e mais 2 motivos,"O BTG Pactual elevou a recomendação de Petrobras (PETR3; PETR4) de neutra para compra e reiterou o preço-alvo de US$ 16 para as ADRs. Na análise do banco, o papel tem potencial pagar entregar retorno de 50% nos próximos 12 meses, uma vez que os riscos associados à estatal agora são menores. Os analistas Pedro Soares […]",Positive,elevou a recomendaç,Neutral,False,,,https://www.moneytimes.com.br/por-que-comprar-petrobras-petr4-btg-ve-dividendos-de-us-11-bi-e-mais-2-porques/
2023-08-23,Exame,btg,Virada na Petrobras: ação sobe quase 6% após BTG e BofA recomendarem compra,Decisão de aumentar o preço dos combustíveis na semana passada pesou na mudança; preço do petróleo e dividendos também estão no radar,Positive,recomendarem compra,Positive,True,,,https://exame.com/invest/onde-investir/virada-na-petrobras-acao-sobe-5-apos-btg-e-bofa-recomendarem-compra/
2023-08-23,InfoMoney,btg,“Agora é compra”: Petrobras (PETR4) ignora petróleo e salta mais de 5% na Bolsa com dois bancos elevando recomendação para ações,"Reajuste de combustíveis da semana passada foi o grande catalisador para BTG elevar recomendação, enquanto BofA aponta dividendos",Positive,elevando recomendaç,Negative,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-agora-e-compra-acoes-estatal-ignora-petroleo-e-salta-na-bolsa-com-dois-bancos-elevando-recomendacao/
2023-08-24,MoneyTimes,ubs,"Petrobras (PETR4): A virada de chave que pode destravar dividendos bilionários, segundo UBS BB","O UBS BB elevou a recomendação de Petrobras (PETR3; PETR4) de neutra para compra, além de atualizar o preço-alvo de R$31 para R$ 42 — o que implica potenciais altas de até 30%. Os analistas esperam que a combinação de melhores governança e lucratividade se traduza em retornos contínuos aos acionistas. Luiz Carvalho e a […]",Positive,elevou a recomendaç,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-a-virada-de-chave-que-pode-desbloquear-dividendos-bilionarios-segundo-ubs-bb/
2023-09-05,InfoMoney,citi,"Petrobras (PETR4): Fim de venda de ativos e possível recompra de refinaria seriam negativas para tese da estatal, diz Citi","Petroleira anunciou ontem a desistência de vendas de diversos polos, enquanto notícias apontam que a empresa estuda recompra da refinaria de Mataripe",Negative,negativas para,Negative,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-fim-de-venda-de-ativos-e-possivel-recompra-de-refinaria-seriam-negativas-para-tese-da-estatal-diz-citi/
2023-09-21,InfoMoney,jefferies,Petrobras (PETR4): Jefferies inicia cobertura para ação com recomendação de compra e destaca pré-sal e governança,Relatório destaca possibilidades de crescimento da estatal com exploração de pre-sal e vê positivamente governança na companhia,Positive,recomendação de compra,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-jefferies-inicia-cobertura-para-acao-com-recomendacao-de-compra-e-destaca-pre-sal-e-governanca/
2023-10-06,InfoMoney,analistas,Petrobras (PETR4): Goldman projeta Ebitda 20% acima do consenso de mercado no 3º tri e reforça compra para ações,"Banco, contudo, também reforçou preferência pela PRIO no setor; para analistas, mercado não precificou alta do petróleo no 3º tri nas ações",Positive,acima do consenso,Positive,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-goldman-projeta-ebitda-20-acima-do-consenso-de-mercado-no-3o-tri-e-reforca-compra-para-acoes/
2023-10-09,MoneyTimes,itaú bba,"Petrobras (PETR4): Dividendos extraordinários podem subir no telhado, vê Itaú","O Itaú BBA revisou o preço-alvo da Petrobras (PETR4) para R$ 38, antes em R$ 34, até 2024, mas manteve a recomendação de neutralidade para o papel. No documento assinado por Monique Greco, Érico de Mello e Bruna Amorim, os analistas admitem que os riscos da empresa diminuíram. “Os anúncios das novas políticas de preços […]",Neutral,recomendação de neutr,Negative,False,,,https://www.moneytimes.com.br/petrobras-petr4-dividendos-extraordinarios-podem-subir-no-telhado-ve-itau/
2023-10-09,InfoMoney,ubs,Vale (VALE3) e Petrobras (PETR4) têm projeções revisadas por bancos; confira as mudanças,"Vale teve recomendação elevada pelo UBS para neutra, enquanto Petrobras teve preço-alvo elevado pelo Itaú BBA, com recomendação neutra",Neutral,recomendação neutr,Neutral,True,,,https://www.infomoney.com.br/mercados/vale-vale3-e-petrobras-petr4-tem-projecoes-revisadas-por-bancos-confira-as-mudancas/
2023-11-28,MoneyTimes,genial,"Petrobras (PETR4): Após ‘dia mais importante do ano’, como ficam as ações?","A Petrobras (PETR4) chegou a acalmar recentemente o ânimo dos investidores quanto ao novo plano estratégico divulgado para os próximos cinco anos, considerado pela Genial Investimentos o “dia mais importante do ano” para a companhia. No entanto, analistas da corretora ainda estão céticos com uma recomendação de compra. A Petrobras aprovou, em reunião do conselho […]",Positive,recomendação de compra,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-apos-dia-mais-importante-do-ano-como-ficam-as-acoes/
2024-01-08,InfoMoney,analistas,"Petrobras (PETR4): após “ano estelar” em 2023 contrariando projeções, 2024 será positivo para ações?","Analistas seguem vendo tese de investimentos como atrativa, mas destacam outras preferências no setor",Positive,positivo para,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-apos-ano-estelar-em-2023-contrariando-projecoes-2024-sera-positivo-para-acoes/
2024-02-15,InfoMoney,analistas,"Petrobras (PETR4): BBI eleva preço-alvo, reitera compra e vê retorno total ainda muito elevado",Analistas do banco elevaram preço-alvo de R$ 38 para R$ 48 para ação PN e destacam tese ainda poderosa,Positive,eleva preço-alvo,Positive,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-bbi-eleva-preco-alvo-reitera-compra-e-ve-retorno-total-ainda-muito-elevado/
2024-03-05,MoneyTimes,xp,"Petrobras (PETR4), Prio (PRIO3), 3R Petroleum (RRRP3) ou PetroReconcavo (RECV3): Veja qual é a petrolífera favorita da XP","Em relatório da XP Investimentos, publicado nesta segunda-feira (4), os analistas André Vidal e Helena Kelm atualizaram os modelos e preços-alvo para as empresas petrolíferas. Petrobras (PETR4), PRIO (PRIO3), PetroReconcavo (RECV3) e 3R Petroleum (RRRP3) se mantêm como recomendações de compra, com destaque para PRIO. “Nesta atualização, incorporamos um novo cenário macro (preços mais altos […]",Positive,recomendações de compra,Neutral,False,,,https://www.moneytimes.com.br/prio-e-a-principal-recomendacao-de-analistas-da-xp-investimentos/
2024-03-08,MoneyTimes,btg,Petrobras (PETR4): queda de 10% é oportunidade? BTG mantém recomendação de compra no papel,BTG acredita que forte geração de caixa em 2024 é argumento para manter classificação de compra em Petrobras (PETR4).,Positive,recomendação de compra,Negative,False,,,https://www.moneytimes.com.br/petrobras-petr4-queda-de-10-e-oportunidade-btg-mantem-recomendacao-de-compra-no-papel-lbrdfa435/
2024-03-08,Exame,btg,"Por que o BTG recomenda comprar Petrobras (PETR4), mesmo sem os dividendos extraordinários","Banco avalia que mercado ainda revisará para cima os lucros da companhia; ""classificação de compra não depende apenas da capacidade de pagar dividendos extras""",Positive,recomenda compra,Neutral,False,,,https://exame.com/invest/mercados/por-que-o-btg-recomenda-comprar-petrobras-petr4-mesmo-sem-os-dividendos-extraordinarios/
2024-03-22,Exame,itaú bba,"Para além dos dividendos: de olho na produção da Petrobras, Itaú BBA vê upside de 20% em ações PETR4","O banco elevou o preço-alvo de R$ 38 para R$ 43, mas manteve a recomendação neutra para PETR4",Positive,elevou o preço-alvo,Positive,True,,,https://exame.com/invest/mercados/para-alem-dos-dividendos-de-olho-na-producao-da-petrobras-itau-bba-ve-upside-de-20-em-acoes-petr4/
2024-03-22,InfoMoney,analistas,Petrobras sem dividendo extra? BBA vê outro gatilho positivo e eleva preço-alvo,"Produção é outro fator-chave, apontam analistas do banco, que pode ser maior do que a companhia espera; contudo, recomendação segue neutra para os papéis",Positive,eleva preço-alvo,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-sem-dividendo-extra-bba-ve-outro-gatilho-positivo-e-eleva-preco-alvo/
2024-04-05,Exame,casa de análise,Nem PETR4 nem ITUB4: veja 4 ações que podem dobrar em até 18 meses,"Casa de análise recomenda comprar 4 ações fora do radar, que estão baratas e podem dobrar o dinheiro investido nos próximos 18 meses",Positive,recomenda compra,Neutral,False,,,https://exame.com/invest/onde-investir/nem-petr4-nem-itub4-veja-4-acoes-que-podem-dobrar-em-ate-18-meses/
2024-04-09,MoneyTimes,analistas,Desbancou a Petrobras (PETR4): Esta petroleira foi a queridinha de 12 analistas para abril; confira,"Desbancando o furacão do mercado atualmente, Petrobras (PETR4), a Prio (PRIO3) virou a petroleira preferida dos analistas para investir em abril, mostra o levantamento do Money Times, com carteiras de 21 bancos, corretoras e casas de análise. No mês, a ação foi de longe a campeã, recebendo 12 recomendações. Em sequência, aparecem a Petrobras, com nove […]",Positive,preferida,Neutral,False,,,https://www.moneytimes.com.br/desbancou-a-petrobras-petr4-esta-petroleira-foi-a-queridinha-de-12-analistas-para-abril-confira/
2024-04-12,MoneyTimes,analista,"Petrobras (PETR4): Após a tempestade, vem o sol? Analista vê bom ponto de entrada e dividendos generosos pela frente","A Petrobras (PETR3;PETR4) passou essa semana sob os holofotes, com o comando da companhia, pagamento de dividendos extraordinários e suspensão de conselheiro no radar dos investidores. Há ainda o avanço do petróleo, que a empresa não acompanhou. Desde a divulgação do balanço do último trimestre de 2023 e o anúncio da retenção dos dividendos, no […]",Positive,bom ponto de entrada,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-apos-a-tempestade-vem-o-sol-analista-ve-bom-de-entrada-e-dividendos-generosos-pela-frente/
